Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
76,65,23.40,2,7,7.10,2.77,Average
60,69,26.60,4,0,10.60,2.49,Average
80,58,35.40,3,9,6.80,2.34,Average
72,70,34.90,3,12,9.10,2.33,Average
57,69,36.50,4,2,11.20,2.29,Average
64,53,38.80,4,8,8.60,2.87,Average
54,58,29.80,5,4,15.20,3.06,Average
55,60,5.00,1,1,9.10,1.96,Average
65,48,43.40,1,6,12.30,2.25,Average
73,68,24.30,3,0,13.00,2.80,Average
58,76,47.60,3,11,8.50,3.45,Average
49,67,22.30,2,7,1.00,2.73,Average
57,49,26.60,3,8,10.50,2.42,Average
59,69,30.70,3,13,2.90,2.93,Average
71,68,31.80,2,2,1.00,1.97,Average
55,44,23.00,3,14,10.30,2.21,Average
53,67,12.90,2,0,7.40,2.62,Average
77,59,25.50,5,6,11.80,2.51,Average
57,56,26.40,4,3,13.20,2.39,Average
65,70,11.50,3,1,10.00,2.92,Average
58,57,26.30,4,2,11.30,2.14,Average
66,72,11.70,1,2,12.00,2.93,Average
73,64,10.10,0,0,10.90,2.60,Average
58,62,15.60,4,5,8.30,2.57,Average
59,49,19.20,2,2,6.50,3.01,Average
62,47,42.80,3,16,10.20,2.39,Average
75,50,36.20,0,0,8.00,2.81,Average
70,59,17.70,2,0,11.70,3.26,Average
67,56,26.70,2,8,10.80,1.91,Average
54,68,30.60,1,12,8.80,3.05,Average
74,53,22.00,2,5,18.90,2.46,Average
62,59,39.60,3,0,11.90,2.47,Average
67,69,17.90,3,7,10.20,3.13,Average
77,52,29.50,2,7,4.40,2.15,Average
53,51,42.60,1,11,4.50,2.52,Average
76,70,26.80,6,4,10.40,1.93,Average
69,56,17.30,4,0,13.30,2.57,Average
77,43,46.10,3,20,16.40,1.08,Average
64,55,30.80,2,7,9.80,1.92,Average
69,60,40.20,2,19,7.90,2.34,Average
66,80,27.40,4,8,3.62,2.50,Average
61,68,32.40,3,9,8.00,2.41,Average
74,58,22.50,4,6,17.50,2.31,Average
64,60,31.80,6,25,9.50,2.86,Average
76,64,21.60,6,2,13.20,2.00,Average
74,54,41.70,2,14,1.82,2.56,Average
57,51,45.60,5,18,13.90,2.29,Average
73,48,32.70,0,12,9.90,2.64,Average
74,52,26.90,4,9,12.20,1.92,Average
68,52,25.90,2,13,7.80,2.59,Average
65,60,27.50,4,9,11.60,2.71,Average
55,48,31.60,5,15,10.90,2.34,Average
65,58,33.20,3,6,12.40,2.73,Average
65,67,17.50,6,5,10.00,2.64,Average
73,46,25.90,5,13,15.50,1.57,Average
47,52,38.30,5,10,8.95,2.78,Average
60,50,28.40,1,2,5.20,2.34,Average
84,49,39.90,5,4,14.83,2.00,Average
54,48,29.00,3,5,3.10,2.89,Average
61,53,18.10,3,0,12.60,2.22,Average
58,58,36.80,4,12,8.20,2.52,Average
57,56,35.80,6,21,14.70,1.97,Average
60,65,29.50,3,5,5.60,1.77,Average
62,41,57.30,5,15,6.10,2.42,Average
60,72,28.10,2,4,10.40,2.60,Average
56,56,44.90,5,15,12.60,2.15,Average
75,59,37.90,4,4,11.00,2.32,Average
64,68,34.40,2,7,7.40,2.83,Average
66,57,44.80,4,5,10.90,2.20,Average
57,72,21.80,0,0,7.10,2.38,Average
67,80,20.40,2,4,7.60,2.07,Average
66,74,28.00,1,4,7.30,3.70,Average
58,63,26.30,1,8,8.80,3.05,Average
73,56,9.00,2,0,9.90,2.08,Average
56,56,31.20,3,5,14.40,2.59,Average
72,58,49.40,7,5,15.70,1.77,Average
60,56,15.10,3,7,4.30,2.17,Average
63,60,5.00,3,0,12.40,2.40,Average
65,65,13.50,3,5,11.70,2.63,Average
67,62,19.20,4,4,21.60,2.04,Average
74,66,16.40,3,11,7.10,2.21,Average
58,57,32.70,1,9,9.00,2.43,Average
76,68,19.70,3,0,9.80,3.02,Average
58,56,36.40,5,16,9.40,2.60,Average
74,64,39.20,2,4,9.70,3.09,Average
67,56,25.70,4,8,12.50,2.33,Average
57,75,17.70,2,4,8.60,2.76,Average
64,73,51.50,2,12,8.50,3.05,Average
66,67,44.20,4,3,14.80,2.11,Average
81,54,22.70,3,6,10.20,1.83,Average
55,59,29.70,1,0,3.90,2.76,Average
63,61,14.40,3,3,9.10,2.60,Average
61,62,19.00,3,13,13.40,2.84,Average
59,61,47.10,2,17,7.00,2.22,Average
80,54,26.90,5,14,9.10,1.97,Average
74,43,19.40,5,14,6.88,2.29,Average
68,60,23.10,2,0,10.20,2.68,Average
77,58,22.10,2,0,11.10,2.97,Average
76,65,22.10,3,11,9.50,2.88,Average
62,43,38.80,2,11,4.70,2.66,Average
46,74,35.90,3,5,8.22,2.59,Average
72,64,20.80,2,13,6.10,2.08,Average
49,62,28.20,3,4,4.97,2.11,Average
60,71,41.40,1,2,6.80,3.65,Average
77,51,28.40,3,2,8.60,2.78,Average
72,54,32.50,6,6,10.20,3.12,Average
48,68,34.10,3,9,11.90,2.29,Average
68,51,25.10,4,7,17.50,1.68,Average
64,62,24.60,4,6,5.50,2.63,Average
66,43,24.60,3,2,13.00,2.26,Average
53,48,35.30,3,6,10.50,2.20,Average
54,60,44.40,3,7,2.90,2.57,Average
68,53,27.40,2,7,8.30,2.53,Average
67,60,34.90,2,8,6.10,2.92,Average
57,64,47.60,4,18,10.20,2.03,Average
60,55,29.20,4,8,9.20,2.81,Average
66,50,23.60,4,8,15.30,2.11,Average
51,42,22.20,3,11,8.90,2.61,Average
64,56,28.50,6,16,13.60,2.34,Average
63,59,25.80,4,12,5.60,2.67,Average
62,72,20.90,4,4,12.40,2.95,Average
60,46,15.80,3,5,4.40,2.01,Average
56,56,37.20,3,11,10.00,2.85,Average
60,67,27.30,5,11,10.70,2.26,Average
67,61,22.10,2,12,6.30,2.40,Average
64,64,16.00,3,0,15.30,2.69,Average
50,56,46.20,5,17,4.14,2.93,Average
69,49,26.10,5,10,8.50,1.91,Average
66,52,28.10,3,1,9.60,2.29,Average
65,50,45.00,3,16,9.00,1.64,Average
61,63,7.90,2,0,9.60,2.83,Average
63,50,33.80,2,15,10.40,2.15,Average
67,57,31.10,3,13,10.70,1.79,Average
63,57,41.40,4,19,8.20,2.17,Average
60,71,37.10,5,13,5.20,2.37,Average
73,45,10.40,3,0,15.60,2.59,Average
57,59,30.40,2,0,12.40,2.61,Average
51,60,24.10,4,7,9.90,3.48,Average
49,69,39.40,3,10,11.80,2.02,Average
55,53,23.00,3,12,8.00,2.04,Average
66,53,23.30,3,7,19.00,1.99,Average
50,71,35.90,5,5,1.00,3.21,Average
68,56,23.10,3,8,9.00,1.71,Average
59,53,34.70,0,7,5.70,2.33,Average
63,62,25.80,2,10,9.40,2.87,Average
66,61,16.50,3,6,10.50,2.37,Average
64,62,34.60,2,7,1.00,2.23,Average
67,73,22.80,3,7,12.50,2.45,Average
61,57,25.90,1,7,8.00,2.74,Average
87,54,13.80,4,6,27.63,2.50,Average
63,52,36.20,4,8,3.50,2.84,Average
63,54,16.50,2,2,8.60,2.34,Average
64,40,31.70,4,4,9.90,2.56,Average
43,59,26.20,6,6,2.63,2.72,Average
60,63,47.80,3,21,5.90,1.50,Average
74,56,28.20,3,15,4.74,2.67,Average
60,49,37.10,1,11,5.30,3.09,Average
70,49,48.50,4,7,15.20,2.34,Average
62,58,29.20,5,7,11.10,2.70,Average
68,54,14.40,3,10,9.90,1.99,Average
66,48,28.20,2,12,7.60,2.23,Average
84,58,23.60,3,6,15.18,3.17,Average
71,60,32.80,4,3,8.60,2.76,Average
51,54,21.30,2,10,8.70,2.11,Average
71,46,34.00,3,9,9.90,2.02,Average
52,61,29.20,2,14,3.20,3.62,Average
60,60,25.80,5,12,11.50,2.46,Average
62,61,30.10,3,8,6.00,3.36,Average
67,43,30.20,6,5,15.60,2.07,Average
55,56,23.10,5,3,17.00,2.97,Average
74,59,24.20,6,8,18.80,2.25,Average
72,56,22.90,7,3,13.80,2.51,Average
58,74,22.40,2,3,8.20,3.55,Average
60,55,27.60,3,11,12.70,2.72,Average
60,67,23.60,3,5,6.70,2.87,Average
63,61,43.80,0,4,1.00,3.01,Average
82,48,49.60,3,17,8.30,1.70,Average
59,52,24.10,3,7,11.00,1.69,Average
55,53,47.80,3,20,6.80,2.14,Average
57,46,50.40,4,19,10.20,1.84,Average
55,55,42.80,3,3,6.53,2.28,Average
75,78,25.60,4,3,14.20,2.23,Average
64,55,32.70,3,10,9.90,2.18,Average
58,60,18.80,3,7,7.70,2.58,Average
67,72,13.70,3,3,12.50,2.36,Average
59,48,50.20,3,18,8.90,2.11,Average
76,57,36.20,2,7,10.80,2.98,Average
71,63,23.30,4,6,12.50,2.21,Average
54,51,47.50,3,12,13.00,2.61,Average
61,69,21.80,3,11,12.50,2.49,Average
59,54,38.40,4,20,9.20,2.08,Average
68,64,20.40,3,6,7.70,2.88,Average
79,58,36.80,3,4,13.20,2.35,Average
62,49,32.70,4,19,11.50,1.32,Average
65,51,61.80,7,19,13.40,2.27,Average
64,65,37.70,2,13,8.70,2.16,Average
70,57,22.30,2,7,6.30,2.46,Average
60,66,31.90,4,16,8.20,2.28,Average
59,54,21.20,4,8,10.80,2.65,Average
60,58,35.50,2,16,17.40,2.28,Average
66,77,24.40,3,9,9.30,2.68,Average
59,57,27.80,3,7,6.80,2.27,Average
65,56,27.90,4,9,12.70,2.16,Average
68,68,34.70,3,5,8.60,2.95,Average
65,52,37.90,1,6,4.50,2.97,Average
64,50,34.10,4,11,10.10,2.74,Average
59,57,37.40,5,13,10.40,2.35,Average
64,52,34.30,5,12,7.90,1.84,Average
69,67,35.90,2,9,7.00,2.03,Average
68,50,8.90,5,2,19.60,1.89,Average
64,72,27.60,4,2,9.30,2.57,Average
62,52,34.10,0,14,8.30,2.49,Average
62,54,45.40,3,16,12.80,2.78,Average
82,62,17.20,4,1,8.70,2.41,Average
64,54,20.70,2,8,12.70,2.29,Average
62,67,46.70,4,19,6.10,2.07,Average
86,59,17.30,6,7,9.40,2.05,Average
55,51,59.60,4,20,12.80,1.98,Average
63,57,21.40,2,8,9.10,2.58,Average
56,56,44.30,4,24,14.90,2.19,Average
57,53,22.60,1,10,10.30,2.19,Average
62,74,33.00,3,8,3.90,2.72,Average
68,68,15.80,3,6,11.20,2.61,Average
62,63,46.80,1,13,6.90,2.12,Average
61,51,52.30,3,18,6.30,1.94,Average
59,55,43.40,4,15,10.30,1.93,Average
65,81,12.20,4,0,6.74,2.82,Average
62,56,28.30,2,7,9.80,1.87,Average
65,54,23.20,5,4,8.80,2.45,Average
61,50,43.30,5,16,11.60,2.32,Average
86,65,7.90,4,3,10.50,2.18,Average
70,50,39.40,1,13,11.90,1.86,Average
74,73,35.60,3,6,1.00,3.12,Average
65,70,20.70,2,7,8.20,3.28,Average
64,54,15.90,3,0,11.00,2.16,Average
58,58,30.70,1,0,8.80,2.88,Average
60,83,35.90,3,4,1.10,2.60,Average
62,47,25.00,3,1,4.70,2.87,Average
73,56,49.80,3,9,11.40,2.08,Average
62,58,33.30,1,5,2.90,2.55,Average
81,65,24.90,2,13,8.50,1.45,Average
70,54,10.90,4,5,9.10,1.94,Average
79,63,13.30,1,2,10.40,2.42,Average
68,63,28.20,3,12,2.50,2.28,Average
70,57,38.00,5,7,6.50,2.07,Average
71,60,24.40,5,7,8.80,2.48,Average
74,49,42.00,5,12,2.90,2.30,Average
56,69,24.80,1,0,8.40,2.05,Average
60,61,33.40,2,5,8.40,2.23,Average
67,64,5.40,2,0,9.10,2.58,Average
64,41,49.60,3,13,6.50,1.97,Average
71,60,25.20,4,12,9.10,2.18,Average
75,71,19.60,3,2,12.00,2.67,Average
63,74,29.10,2,3,1.50,1.38,Average
65,57,22.40,3,7,15.10,2.02,Average
62,52,16.00,2,1,14.60,2.39,Average
56,72,14.40,2,0,5.80,3.25,Average
51,58,22.90,2,7,4.30,3.19,Average
66,61,28.80,1,4,4.60,1.76,Average
59,57,47.10,4,7,8.60,2.53,Average
60,44,30.70,2,11,12.80,2.53,Average
53,67,36.40,4,7,10.70,2.37,Average
74,49,19.80,2,4,7.50,2.43,Average
64,56,21.80,4,4,3.60,2.22,Average
72,52,39.30,4,12,4.10,1.79,Average
64,62,31.30,3,5,6.40,2.40,Average
43,63,26.50,6,13,8.57,2.73,Average
54,68,32.30,1,0,9.60,3.05,Average
72,60,32.90,5,4,6.20,2.37,Average
59,53,21.30,3,2,13.10,1.84,Average
60,60,34.30,3,9,15.30,1.88,Average
71,52,35.90,3,8,8.70,2.45,Average
66,49,22.70,2,0,5.10,3.00,Average
55,62,51.20,2,16,7.40,2.97,Average
52,63,30.60,0,1,7.90,2.43,Average
64,63,21.80,1,0,6.70,2.51,Average
63,53,20.70,2,0,8.80,2.41,Average
69,60,20.90,6,9,10.00,3.22,Average
61,55,32.10,2,11,10.40,2.62,Average
55,64,39.30,2,11,7.70,2.85,Average
53,53,43.80,5,16,11.32,1.76,Average
60,62,16.50,3,9,10.20,2.67,Average
69,76,19.20,0,5,10.80,2.95,Average
70,60,14.20,1,1,13.30,2.51,Average
68,77,37.60,3,16,6.60,2.20,Average
51,76,21.90,4,0,1.00,3.88,Average
91,53,10.20,6,12,19.20,2.32,Average
70,70,25.60,5,3,10.00,3.30,Average
62,53,34.60,5,15,2.00,2.58,Average
61,52,19.20,1,3,12.30,2.80,Average
61,65,12.90,3,10,4.10,2.33,Average
78,52,40.20,4,23,10.10,2.05,Average
73,62,27.10,4,1,16.30,1.99,Average
80,52,35.70,6,13,10.20,2.32,Average
69,58,34.70,2,2,7.80,2.69,Average
60,69,37.30,2,11,12.00,2.29,Average
65,68,25.80,3,3,13.00,3.08,Average
60,53,26.90,5,11,12.10,2.36,Average
54,51,47.30,3,15,3.20,2.81,Average
66,44,10.20,4,9,12.90,2.61,Average
66,58,37.90,2,21,11.20,3.09,Average
61,66,19.70,3,0,8.80,2.96,Average
68,58,27.10,5,18,5.70,2.36,Average
61,46,27.30,3,12,9.70,2.22,Average
76,55,46.50,4,7,10.00,2.18,Average
56,51,14.10,1,1,11.40,2.17,Average
71,48,23.80,4,7,20.30,2.58,Average
74,60,26.40,2,3,8.90,2.24,Average
70,59,13.20,5,0,12.60,2.71,Average
70,62,23.30,2,2,13.50,2.46,Average
55,51,36.00,2,16,7.10,2.75,Average
61,50,27.00,4,13,4.10,1.82,Average
44,51,18.90,4,4,6.20,2.19,Average
61,60,29.10,1,8,9.70,2.66,Average
60,57,40.60,5,7,9.00,2.68,Average
66,48,29.80,4,2,11.40,2.41,Average
57,40,24.80,2,7,10.80,2.52,Average
82,56,33.50,5,6,22.16,1.95,Average
53,68,24.30,1,8,3.90,2.90,Average
57,57,19.60,3,8,9.80,1.89,Average
66,72,35.80,3,8,2.70,2.37,Average
56,56,30.60,2,14,11.20,3.03,Average
66,54,34.50,2,14,9.60,2.36,Average
52,58,45.30,1,8,9.40,2.59,Average
60,63,13.90,3,0,6.40,2.74,Average
82,52,27.40,5,9,14.90,2.37,Average
71,59,36.80,1,4,17.00,2.36,Average
68,76,6.20,2,0,16.90,2.88,Average
71,62,17.50,2,3,8.90,2.76,Average
50,59,29.70,2,9,6.00,2.62,Average
73,56,30.60,4,16,9.70,1.92,Average
65,66,26.20,6,9,8.30,2.89,Average
66,55,22.10,3,3,12.31,2.72,Average
74,50,22.10,5,14,12.40,2.29,Average
58,64,26.40,6,9,5.60,2.64,Average
61,64,18.20,2,0,10.40,3.12,Average
65,62,37.20,4,6,8.60,3.33,Average
67,61,24.50,2,8,3.00,1.82,Average
57,46,12.10,3,4,12.90,1.83,Average
67,62,29.80,2,10,9.80,2.29,Average
65,59,31.20,2,13,14.20,3.01,Average
68,49,24.70,5,14,13.90,1.89,Average
82,64,26.60,1,5,11.60,2.37,Average
52,55,17.40,2,7,8.40,2.51,Average
52,62,20.60,4,5,4.53,2.75,Average
61,57,31.60,5,7,12.40,2.82,Average
65,71,34.90,4,12,10.20,2.11,Average
56,66,27.50,4,11,1.29,2.83,Average
63,61,15.80,4,4,16.90,3.32,Average
55,57,42.80,3,10,12.50,2.65,Average
66,40,34.90,7,16,6.80,2.36,Average
58,61,41.70,3,16,10.20,3.19,Average
68,53,16.90,4,6,17.50,2.16,Average
64,74,41.60,5,17,6.30,2.36,Average
83,68,11.50,4,7,16.10,1.57,Average
89,62,17.70,3,0,11.10,2.73,Average
76,67,17.10,3,0,13.70,2.62,Average
62,58,34.70,3,15,6.90,2.14,Average
77,68,26.30,6,11,6.90,2.05,Average
61,41,9.00,3,1,8.90,2.68,Average
54,69,18.20,3,4,11.00,2.85,Average
70,58,20.20,5,6,10.20,2.39,Average
58,68,36.60,2,10,6.00,2.85,Average
62,59,27.80,3,12,7.00,3.21,Average
76,55,33.40,1,11,11.60,1.95,Average
90,70,13.80,2,0,13.70,2.68,Average
45,58,18.60,1,5,7.50,2.20,Average
66,58,40.40,3,6,10.40,2.56,Average
63,70,24.20,3,6,8.70,3.11,Average
67,55,15.40,3,7,9.50,2.83,Average
63,55,33.40,4,10,14.25,2.19,Average
66,64,36.30,2,14,8.00,2.75,Average
69,49,49.20,3,12,15.30,2.10,Average
56,72,34.30,3,7,7.40,2.99,Average
66,51,35.10,8,20,17.60,1.78,Average
71,54,25.50,3,14,10.50,2.22,Average
62,52,33.10,5,8,9.30,1.97,Average
50,67,34.80,3,0,5.90,2.08,Average
78,42,36.30,3,14,16.98,1.69,Average
63,61,25.60,3,8,11.70,1.80,Average
57,51,9.80,2,10,12.10,2.26,Average
64,48,37.40,1,4,4.20,1.99,Average
62,46,34.80,3,7,9.90,1.88,Average
67,65,25.50,3,9,11.90,2.31,Average
68,60,19.20,4,8,13.40,2.17,Average
63,65,19.00,5,9,18.60,1.63,Average
62,53,39.00,5,8,8.50,2.83,Average
66,54,34.60,3,16,16.90,1.70,Average
88,55,12.00,3,3,14.49,1.86,Average
69,55,30.70,3,3,6.80,2.43,Average
83,57,5.00,3,0,16.80,2.55,Average
68,61,29.80,2,5,9.40,2.66,Average
68,65,25.80,4,0,10.10,3.02,Average
62,67,21.90,1,3,1.00,2.13,Average
63,60,43.10,4,15,11.20,2.14,Average
77,49,17.90,2,9,5.10,2.32,Average
76,63,25.90,3,2,16.50,2.91,Average
84,58,15.00,2,2,9.10,2.12,Average
57,50,33.40,3,5,11.00,2.26,Average
67,55,23.20,3,8,8.60,2.46,Average
66,75,19.10,2,8,6.20,3.16,Average
55,49,27.40,2,12,7.80,2.67,Average
65,65,11.40,5,7,15.40,2.59,Average
68,48,50.30,3,13,11.90,1.44,Average
68,54,23.00,4,6,13.20,1.71,Average
53,71,6.20,3,0,7.10,2.94,Average
60,68,25.10,3,9,8.40,3.09,Average
65,75,31.50,3,11,10.00,2.40,Average
71,67,7.90,2,0,9.90,3.51,Average
66,65,19.00,4,0,14.30,3.03,Average
69,54,26.00,4,10,9.60,2.48,Average
62,65,24.00,5,3,9.60,2.34,Average
57,54,28.70,4,8,8.50,2.22,Average
54,62,18.20,1,0,7.70,3.07,Average
51,60,38.90,3,21,9.10,1.76,Average
60,57,15.70,1,0,11.20,2.64,Average
59,56,27.20,4,10,9.90,2.81,Average
59,64,17.70,2,6,13.10,1.89,Average
47,59,41.20,2,7,10.90,2.95,Average
63,63,26.80,3,5,9.50,2.19,Average
70,60,22.20,4,2,8.70,3.05,Average
75,57,25.70,4,0,14.30,2.44,Average
72,75,28.80,5,5,7.80,2.29,Average
68,68,40.60,6,6,9.60,2.29,Average
84,73,24.30,3,6,12.80,2.61,Average
61,59,37.40,3,4,6.30,2.75,Average
66,53,36.50,2,4,11.50,1.80,Average
60,42,24.20,4,8,12.00,2.30,Average
66,68,18.30,1,9,12.80,2.20,Average
81,44,37.10,4,6,15.07,2.36,Average
67,60,18.20,4,0,7.20,3.08,Average
54,52,46.30,0,11,8.60,2.52,Average
74,54,33.70,4,15,6.60,1.69,Average
74,57,13.20,1,4,7.40,2.40,Average
57,57,20.90,3,1,7.60,3.00,Average
67,47,23.80,5,15,14.50,2.17,Average
65,74,33.00,2,5,12.50,2.85,Average
62,56,31.60,3,3,11.50,2.80,Average
69,74,26.50,2,6,14.40,3.24,Average
80,71,20.30,4,6,12.20,2.03,Average
63,66,10.70,3,5,13.20,2.38,Average
69,53,19.60,5,3,15.70,2.23,Average
61,62,26.40,2,7,9.00,2.46,Average
65,59,36.50,4,17,16.80,2.06,Average
58,54,12.50,1,0,13.90,2.22,Average
53,69,34.10,2,10,7.00,2.65,Average
48,65,30.10,6,7,10.10,2.96,Average
57,70,48.30,2,15,7.90,3.00,Average
58,72,21.70,3,7,8.60,3.17,Average
81,55,18.20,4,5,12.50,2.64,Average
74,71,23.60,4,3,16.80,1.92,Average
63,71,16.90,5,4,11.60,2.36,Average
54,60,28.00,2,6,9.90,2.61,Average
63,55,44.00,2,11,7.80,1.69,Average
62,58,17.30,4,5,8.70,2.36,Average
46,60,41.60,4,15,7.80,2.80,Average
79,55,27.90,5,7,13.70,1.49,Average
72,57,37.30,3,11,10.50,2.28,Average
65,70,22.30,4,7,10.20,2.62,Average
80,49,30.20,2,12,10.90,1.97,Average
72,61,22.20,5,0,16.70,2.31,Average
58,55,18.50,3,1,14.40,2.07,Average
55,54,45.50,4,6,6.80,2.64,Average
63,62,36.20,2,17,13.50,1.62,Average
64,57,33.40,1,8,7.20,2.70,Average
73,54,27.80,4,1,9.97,2.04,Average
62,43,42.80,5,12,7.20,1.76,Average
62,52,44.50,5,12,6.90,1.79,Average
49,67,28.60,0,5,10.70,3.03,Average
64,62,41.90,2,10,5.50,2.99,Average
59,60,25.00,2,10,8.20,2.28,Average
73,55,18.40,5,4,18.40,1.58,Average
52,53,36.40,3,13,7.60,1.63,Average
54,59,19.40,6,10,6.40,3.16,Average
65,54,42.30,4,10,5.50,2.69,Average
71,70,20.00,4,7,7.60,3.25,Average
62,64,29.80,2,15,6.90,2.29,Average
47,58,36.90,3,16,10.10,2.59,Average
64,66,26.80,4,5,14.20,2.57,Average
70,55,40.50,3,10,8.10,2.55,Average
58,63,29.40,3,9,10.40,2.37,Average
66,59,24.30,6,5,13.80,2.00,Average
67,60,9.40,2,3,5.10,2.57,Average
67,52,21.00,4,12,6.40,1.96,Average
60,62,62.10,6,24,1.00,2.21,Average
76,54,23.60,6,5,15.70,1.69,Average
42,83,10.80,1,1,1.61,3.08,Average
59,68,16.00,5,9,9.30,3.19,Average
60,63,5.40,2,0,10.20,2.74,Average
65,56,25.40,4,8,6.60,2.14,Average
67,48,37.50,3,11,13.80,2.26,Average
51,68,27.70,2,6,7.40,2.28,Average
72,72,22.60,3,4,10.50,2.52,Average
77,60,36.60,3,13,14.80,2.27,Average
58,41,41.60,2,16,8.40,2.27,Average
59,56,48.30,5,22,9.00,2.10,Average
62,62,29.70,2,3,6.90,2.67,Average
62,56,22.00,3,9,6.40,2.43,Average
51,58,19.30,4,3,11.50,2.98,Average
78,70,17.80,2,0,8.50,2.65,Average
56,56,37.20,5,18,9.10,1.70,Average
78,57,25.70,6,3,15.30,2.11,Average
63,57,38.40,3,10,9.10,2.13,Average
78,63,23.40,3,5,10.90,2.09,Average
72,51,33.80,3,2,12.00,2.37,Average
68,56,22.20,5,3,11.90,2.16,Average
61,74,12.80,5,8,8.56,3.02,Average
74,52,19.40,4,4,16.90,2.55,Average
56,60,30.10,2,16,4.70,2.45,Average
46,59,36.80,5,14,1.79,2.27,Average
66,65,38.10,3,10,12.10,2.31,Average
63,79,14.70,1,0,6.90,2.62,Average
71,76,30.30,3,0,7.60,3.06,Average
95,70,14.00,2,2,16.60,2.93,Average
77,59,21.60,5,4,16.10,1.42,Average
62,72,15.40,3,8,15.30,2.67,Average
63,71,21.00,4,10,8.90,2.58,Average
52,71,38.80,1,5,6.20,2.09,Average
76,42,37.30,4,4,10.40,2.06,Average
69,70,23.00,2,8,6.20,3.46,Average
66,47,29.60,2,6,5.10,2.55,Average
66,57,32.50,4,12,6.50,2.21,Average
79,60,47.50,5,26,8.40,1.87,Average
68,61,26.40,6,3,12.30,1.79,Average
60,60,21.90,4,3,12.80,2.33,Average
59,47,29.40,3,6,15.70,2.58,Average
67,86,18.30,5,7,7.40,2.34,Average
56,67,24.80,1,4,4.00,3.11,Average
61,57,41.10,2,12,7.30,2.21,Average
50,59,26.30,3,2,17.50,2.97,Average
82,52,47.30,2,8,8.50,2.12,Average
65,42,22.80,3,5,10.90,2.01,Average
60,68,31.40,4,6,7.20,2.46,Average
59,64,30.60,3,12,6.80,2.45,Average
70,60,38.30,6,7,5.90,2.48,Average
74,55,32.80,2,10,6.80,2.69,Average
77,65,33.40,3,2,10.10,2.95,Average
60,64,25.20,2,13,14.50,2.65,Average
63,39,38.00,5,9,15.20,1.67,Average
81,59,20.00,4,11,10.00,1.66,Average
76,72,23.80,4,7,10.20,2.59,Average
61,74,19.90,3,5,10.10,3.26,Average
69,49,26.30,0,9,6.60,2.32,Average
63,56,32.20,3,13,9.90,2.50,Average
67,59,18.20,1,0,12.90,2.32,Average
64,56,38.70,2,10,4.40,3.06,Average
75,69,18.60,3,12,9.80,2.45,Average
63,55,16.00,2,0,10.80,2.10,Average
65,77,21.60,5,4,16.80,2.53,Average
67,69,31.90,4,5,9.90,2.25,Average
80,74,17.70,4,0,12.00,1.86,Average
61,66,38.20,3,9,7.70,1.99,Average
60,56,44.10,3,17,12.10,2.27,Average
63,59,56.20,1,20,5.20,1.84,Average
65,60,29.80,3,0,12.80,2.60,Average
58,55,7.50,2,7,12.80,1.83,Average
68,69,16.80,4,5,7.70,2.78,Average
65,68,24.00,2,12,10.50,2.06,Average
61,64,24.30,5,7,17.50,2.47,Average
62,67,20.00,2,0,12.00,2.03,Average
60,66,24.40,5,4,10.00,2.92,Average
63,70,21.20,3,7,8.70,3.50,Average
51,56,37.30,5,10,10.30,2.28,Average
52,52,39.40,6,11,3.78,1.82,Average
63,60,29.50,4,8,8.20,2.61,Average
77,56,31.40,1,5,7.20,2.09,Average
55,50,28.40,3,14,18.36,1.92,Average
72,58,18.80,4,8,8.50,2.36,Average
63,61,12.00,3,4,12.70,2.05,Average
64,65,26.50,2,6,16.30,2.69,Average
68,77,16.40,3,0,12.80,2.88,Average
58,65,29.70,2,15,5.10,2.24,Average
69,64,33.10,3,6,4.80,2.64,Average
52,53,35.50,3,8,6.50,3.01,Average
47,58,48.20,2,20,3.00,2.40,Average
61,59,19.00,2,0,10.00,1.92,Average
74,51,22.70,7,16,13.00,1.68,Average
67,50,41.80,4,11,8.40,1.70,Average
63,53,30.60,7,7,14.00,1.53,Average
62,68,36.50,2,0,6.30,3.10,Average
73,54,20.10,5,9,9.90,2.48,Average
58,68,13.50,2,0,10.20,3.37,Average
77,70,20.50,3,8,10.10,2.52,Average
63,69,13.60,2,8,8.70,3.25,Average
78,73,27.20,3,2,13.50,2.28,Average
70,66,31.60,3,6,7.30,2.17,Average
74,66,26.10,3,5,12.20,3.18,Average
63,73,40.70,3,6,6.30,3.05,Average
78,53,24.90,4,8,12.10,1.61,Average
66,62,30.20,2,3,8.00,2.15,Average
79,41,14.60,0,6,13.00,2.14,Average
70,54,13.40,3,11,10.70,2.51,Average
63,48,36.40,3,10,7.30,2.52,Average
58,59,28.20,6,7,14.41,2.07,Average
54,67,23.60,3,11,8.70,2.93,Average
66,55,29.50,4,10,8.90,2.29,Average
69,60,26.70,5,8,16.50,2.03,Average
58,50,30.10,4,10,11.40,1.21,Average
57,65,38.90,2,14,6.40,2.84,Average
61,54,45.40,4,9,5.80,3.58,Average
89,52,18.30,4,6,11.20,2.07,Average
78,62,18.30,2,0,8.30,2.52,Average
58,61,27.90,4,9,3.40,1.96,Average
78,68,24.80,2,6,6.10,3.10,Average
56,73,23.60,3,1,8.10,2.83,Average
